id,autor,comentario,likes,data
Ugx258izF06B2iWbwDN4AaABAg,@embuscadoeb3877,"Simone futura presidente, pois que lembrar que já tivemos uma mulher na presidência e ela só bagunçou a casa.",1,2022-08-31T08:28:17Z
Ugxk2MuQYdtq0xw5k2J4AaABAg,@mmdxc570,Comissão : é mais num vai responder não.,1,2022-08-31T08:20:54Z
UgwrQqIRiAWmNTDos9p4AaABAg,@estelamachado4862,Lula vc tinha ter certeza e acreditar em q vc fala!!! Se você é isso tudo pq aceita que dói menos,0,2022-08-31T08:17:39Z
UgzUK0iUxJWXM3Jx2Qd4AaABAg,@Adrianofirefox,1:46 - Lula falando do que fez pelo meio ambiente... só uma palavra: Belo Monte.,12,2022-08-31T08:13:52Z
Ugzp4ATTR__T3-NnnWF4AaABAg,@ferocklok,"Ótimo ver todos os candidatos , pelas propostas as duas mulheres já estão fora de questão no meu sem nenhuma base apenas ataques e ilusões de um mundo fantástico , o Lula também nada apresentou só deve estar pensando qual a próxima corrupção , já o Ciro , o outro candidato parecem promissor para uma próxima eleição , continuo com JB 22 🇧🇷🇧🇷🇧🇷",21,2022-08-31T08:04:11Z
UgyU1AxfJJPCpsLb2vh4AaABAg,@Proximacidadecommarcio,"Eu esperava mais dessas mulheres , vivendo num fantástico mundo de Bob. Decepção…",4,2022-08-31T08:01:04Z
UgzjF9eulmFkfkba2794AaABAg,@JoseBatista-ms6to,A educação sempre foi um problema.nunca foi resolvida.neste país..tenho 57 anos.sempre foi assim.nao adianta culpar ninguém.pois no governo.foi um dos  problema.bolsonaro.melhorou.mexmo na pandemia.mas faço questão.de dizer.q não foi o Bolsonaro q trouxe a pandemia.para o Brasil.,0,2022-08-31T07:59:40Z
UgwkrsDCCM-nFpWKklV4AaABAg,@jeane.gebhard,"🤦🏽‍♀️ Lamentável... 😔
🥺Ai, ai, meu Brasil brasileiro...💔🇧🇷😪  Disputado por um ninho de cobras e jacarés 🐍🐉🐊🦎Ninguém merece 😖😭",0,2022-08-31T07:46:55Z
UgxXBdeGZ35l7lOh_Xd4AaABAg,@luuuununes364,Foi so ataque ao presidente tudo combinado todos contra um,0,2022-08-31T07:43:40Z
Ugwkao5wqQg3SPPJCRp4AaABAg,@PACMAN-jb1ss,22,0,2022-08-31T07:40:44Z
UgxJJD2V2R1UONzJKOl4AaABAg,@mmdxc570,É Ciro 12 🌹,0,2022-08-31T07:30:38Z
UgxqnvM2J9XORTQE2Dh4AaABAg,@felipecarvalho2089,"2:08:50 Momento em que a VERA MAGALHÃES  faz a pergunta q ta dando oque falar agora , resposta do bolsonaro  2:12:28   

Quem tá em dúvida analisa todas as palavras e não se vitimisa abraço 



Dizer q o Lula saiu bem nesse debate é chamar os brasileiros de burros na cara dura, o cara tomou uma coça até do ciro q o lulinha diz amar kk",7,2022-08-31T07:20:24Z
UgxKv6hVD6Lq-BRwcs54AaABAg,@cauaftm01,Engraçado que não deixa q praticamente o bolsonaro tenha direito de resposta… mas o lula pode jkkkkk,0,2022-08-31T07:16:31Z
UgzjJe2ed8DRa8b-Ov14AaABAg,@ednacarlosdesouza5205,De d,0,2022-08-31T07:09:43Z
UgxNL8upBbwpSqAGgQl4AaABAg,@jonasamorim6885,"Só temos duas opções, Ciro ou Lula",1,2022-08-31T06:56:22Z
Ugxczn4If4TspRPiTQF4AaABAg,@marco.gouveia,que vergonha 😳,0,2022-08-31T06:55:31Z
Ugy_sgkXZ3ECUBY9l-Z4AaABAg,@umobservador.2330,"Sou filho de um Militar um Ex-Combatente da Marinha de Guerra do Brasil, meus irmãos, a onde foi dado como morto em plena Segunda Guerra Mundial com direito a um enterro simbólico, salvas de tiros e entrega da Bandeira Brasileira...
    Meu Pai esteve na Italia quando o Benito Amilcare Andrea Mussolin em 28 de abril de 1945 foi morto, a onde em 1940 Mussolini levou a Itália para a Segunda Guerra Mundial...
    O meu Pai esteve na Alemanha no fim da Guerra a onde a Segunda Guerra Mundial foi um conflito militar global que durou de 1939 a 1945, envolvendo a maioria das nações do mundo incluindo todas as grandes potencias e organizadas das duas alianças militares opostas...
    Depois que a Guerra acabou em maio de 1945 com 4 anos depois, o meu pai regressou de una missão secreta em Filadélfia para o Brasil a onde foi diretor da Guarda Portuária em Pernambuco, tendo ele acesso a Policia Civil, Militar e Federal a onde pertenciam ao Direito Civil...
    Sei de coisas que voçês desconhecem, meus irmãos, a onde o golpe...
    O início da ditadura militar no Brasil no dia 31 de março de 1964, os tanques do exército Brasileiro foram enviados ao Rio de Janeiro, onde estava o presidente a onde o golpe de Estado no Brasil foi em 1964 ""a deposição do presidente brasileiro João Goulart"" por um golpe militar de 31 de março a 1.º de abril de 1964, pondo fim à Quarta República ""1946–1964"" e iniciando a ditadura militar brasileira ""1964–1985""...
   A situação no Brasil continuou extremamente instável e, em março de 1964, tomaram-se as ações que definiram o destino do país.
 A conspiração dos grupos da extrema-direita estava a pleno vapor, e uma ação de Jango desencadeou de maneira antecipada o golpe no Brasil.
 Em 13 de março de 1964, foi realizado o Comício da Central do Brasil.
   Esse comício mobilizou de 150 mil a 200 mil pessoas.
 Nele, João Goulart reassumiu seu compromisso com a realização das Reformas de Base.
 O discurso de Jango deu a entender que o presidente havia abandonado a política de conciliação e que partiria na defesa das Reformas de Base junto aos movimentos sociais.
   A reação conservadora foi imediata e ocorreu nas ruas no dia 19 de março com a Marcha da Família com Deus pela Liberdade. Essa passeata mobilizou mais de 500 mil pessoas em São Paulo contra o comunismo e reivindicando a intervenção dos militares na política brasileira.
 Essa passeata foi organizada pelo Ipes e deixou bem clara a extensão do poder dos grupos golpistas e o temor da classe média com as reformas e com os movimentos sociais que pipocavam pelo país.
   O golpe contra João Goulart estava organizado para acontecer por volta do dia 10 de abril, em uma ação conjunta de militares, membros do Ipes e dos EUA (os americanos organizavam-se a partir da Operação Brother Sam), mas as coisas não saíram como previsto.
    No dia 31 de março, uma rebelião organizada por Olympio de Mourão deu início ao golpe civil-militar.
   Olympio Mourão era comandante da 4ª Região Militar e iniciou uma rebelião em Juiz de Fora.
 Suas tropas marcharam em direção ao Rio de Janeiro com o objetivo de derrubar o governo.
    A rebelião de Mourão contava com o apoio do governador de Minas Gerais, Magalhães Pinto, e, em um primeiro momento, foi vista com desconfiança por membros das Forças Armadas, como Castello Branco.
   Durante esses acontecimentos, João Goulart manteve-se totalmente inerte e não tomou ações efetivas para deter os militares que marchavam contra o seu governo.
   Os grupos da esquerda ficaram esperando uma ordem superior para uma possível resistência, mas essa ordem nunca veio. Jango tinha conhecimento de que o golpe em curso tinha o apoio dos EUA e sabia que uma resistência daria início a uma guera civil possibilidade rejeitada pelo presidente.
   O grande aliado de Jango no exército, Amaury Kruel, retirou seu apoio a Jango, o que lhe colocou em isolamento e afastou as possibilidades de resistência interna nos quadros das Forças Armadas.
   Enquanto os militares marchavam contra o governo, os parlamentares brasileiros resolveram agir e, no dia 2 de abril de 1964, Auro de Moura, Senador da República, declarou vaga a presidência da República e abriu o caminho para que a Junta Militar tomasse o poder do Brasil. No dia 9 de abril, foi decretado o Ato Institucional nº 1 e a Ditadura Militar no Brasil começou a ganhar forma....
   Dar para entender por que querem destruir a todo o custo o Ex-Presidente Luiz Inácio Lula da Silva GColL GCTE GCMM com o apoio do atual Presidente Jair Messias Bolsonaro GOMM a onde articula uma Guerra Civil?
   O Segundo Golpe de Estado estar instalado no Brasil mais para isto acontecer de fato o atual Presidente Jair Messias Bolsonaro GOMM articula a destruição do Ex-Presidente Luiz Inácio Lula da Silva GColL GCTE GCMM e uma Guerra Civil no Brasil!? ...",0,2022-08-31T06:52:49Z
UgwHfJDR9and4Z1zdEd4AaABAg,@caiotorres95,lulaaaaaaaa,0,2022-08-31T06:46:47Z
UgyhuCf-yxCqSO-3-dd4AaABAg,@crazycatdog1,Bolsonaro reeleito 22,0,2022-08-31T06:43:39Z
UgzWLmuZodSTLlb16x54AaABAg,@genarosoares3239,Melhor momento  02:07:17    kkkkkkk,5,2022-08-31T06:41:56Z
UgwsXXemXWTm1BZUdvB4AaABAg,@danielnakamura8068,Showtime com chuva de verdades. Mito!,9,2022-08-31T06:34:47Z
UgyyWGovQH8uI0xwetF4AaABAg,@viniciosferreira3962,"lula apanhou no debate, ele desvia o assunto com outro assunto nada a ver, FRAQUINHO",113,2022-08-31T06:32:55Z
Ugzo6MhpZ9qus6cIruN4AaABAg,@wesleyAraujo22-w,Bolsonaro ganhou fácil!!!,1,2022-08-31T06:30:49Z
Ugzq8QcMcTqj4u0fVIl4AaABAg,@evelycristinasoriano,O ciro foi o único que apareceu com projetos e sendo muito inteligente.,1,2022-08-31T06:29:49Z
Ugybu8-JR0ZuNSl4_mZ4AaABAg,@luizfelipelfds,Grande circo,0,2022-08-31T06:23:14Z
UgxgqU3nx2Qes0v7KFt4AaABAg,@willxavier1991,3:14:00 - A mãe do homem que eu amo faleceu de Covid-19 em 2021 e 1 ano em 3 meses depois ele tirou a própria vida em decorrência dessa perda. A pandemia deixou marcas permanentes em muitas pessoas e eu sou uma delas! 😭😭😭😭😭😭😭😭😭😭😭,25,2022-08-31T06:15:30Z
UgzPdHJr8N2or8-JesN4AaABAg,@diegodalzotto6054,Lula ❤,0,2022-08-31T05:57:15Z
UgzttgfkZqXlMo2GgVh4AaABAg,@rickxdz,"lula o krlh KKKKKKKKKKKKKKKKKKKKKKKK
aq é bolsonaro",6,2022-08-31T05:55:18Z
Ugz3BX-otzHh1Eeh0lJ4AaABAg,@joaovitorcorrea3606,Muito bom a Band estar ótima parabéns 👏,4,2022-08-31T05:51:33Z
UgxMRf-asqepJetKwKV4AaABAg,@edgardfreitas6607,Bolsaro 2022,0,2022-08-31T05:50:58Z
Ugyu00nSSc2Hz07oWMp4AaABAg,@carlosgevergier3322,10,0,2022-08-31T05:49:19Z
UgxvO46tAIObUKAkjB14AaABAg,@carlosgevergier3322,10,0,2022-08-31T05:49:14Z
Ugw9oGOeStGr59dnJb54AaABAg,@carlosgevergier3322,Bom de mas,0,2022-08-31T05:49:09Z
UgzjENJB_zgtlQwp06J4AaABAg,@carlosgevergier3322,Bom de mas,0,2022-08-31T05:49:02Z
UgzVVrCJ_hb3eWqGqAF4AaABAg,@carlosgevergier3322,Bom de mas,0,2022-08-31T05:48:54Z
UgymmvLH7EF77gSZNRt4AaABAg,@carlosgevergier3322,Bom de mas,0,2022-08-31T05:48:44Z
Ugw72Hp67iiKTpo6k2d4AaABAg,@carlosgevergier3322,Bom de mas,0,2022-08-31T05:48:36Z
Ugw80FirihnQ6vD95_N4AaABAg,@carlosgevergier3322,Bom de mas,0,2022-08-31T05:48:28Z
Ugx-LBACaySTeP4DfvV4AaABAg,@jacquelinesousa7782,"Band está de Parabéns 👏👏
Bolsonaro continua sendo meu candidato ....",10,2022-08-31T05:48:26Z
UgxAIkUbF7913Hhr7Xx4AaABAg,@carlosgevergier3322,Bom de mas,0,2022-08-31T05:48:10Z
UgxyvoihmdQcy35tyb94AaABAg,@carlosgevergier3322,Bom de mas,0,2022-08-31T05:48:03Z
UgyySwAN8HKU3tfQrcp4AaABAg,@carlosgevergier3322,Bom de mas,0,2022-08-31T05:47:53Z
UgwhT2qX4mMYw5kFXB94AaABAg,@carlosgevergier3322,Bom de mas,0,2022-08-31T05:47:36Z
UgxAOQkZze2hv_5WEJt4AaABAg,@carlosgevergier3322,Bom de mas,0,2022-08-31T05:47:24Z
UgxCWnRUf8Qwj3-h6El4AaABAg,@carlosgevergier3322,Bom,0,2022-08-31T05:47:11Z
UgznNtPRmEigHUCXyw94AaABAg,@carlosgevergier3322,Bom,0,2022-08-31T05:47:05Z
Ugy2ee7nNeU-Uj4aLyp4AaABAg,@jorginho302,"Mano foi muito bom ter o debate completo.
Estava trabalhando no dia e não deu pra assistir.
Band , vcs são demais diferente da globo lixo que só coloca cortes.",339,2022-08-31T05:46:47Z
Ugz4IpTWw_oIoQAlCIl4AaABAg,@carlosgevergier3322,Ótimo,0,2022-08-31T05:46:45Z
Ugzt2800-bBO7zW-ml54AaABAg,@carlosgevergier3322,👏,0,2022-08-31T05:46:30Z
UgzdFBJwA7TOflCOEQN4AaABAg,@wtf-w5m,3:48:42 o melhor que tá tendo !,3,2022-08-31T05:46:04Z
UgwdLt8ICdRLcJdoHOR4AaABAg,@fbioper_072,"Amei esse debate... Presidente Jair messias Bolsonaro, como sempre altivo, corajoso e verdadeiro nas suas respostas..cabra macho.",34,2022-08-31T05:46:03Z
UgzIw1FWnoXjoFwFhH54AaABAg,@carlosgevergier3322,100,0,2022-08-31T05:45:59Z
UgwGuh3znjv7pXy7eFt4AaABAg,@carlosgevergier3322,10,0,2022-08-31T05:45:48Z
UgxxczeyJuepehKwmTx4AaABAg,@carlosgevergier3322,Bom de mas,0,2022-08-31T05:45:25Z
Ugxpa_Am5HcsAq9WlDJ4AaABAg,@ninolarsuel5115,"Ataque contra defesa , essa é a política do Brasil. Vergonhoso... Parece pastor de igreja que não prega a palavra , mas conta a história de vida pra mostrar milagre que viveu ... Tô até agora querendo saber o que vai ser feito pelo povo e não que já fizeram de bom ou ruim",0,2022-08-31T05:41:55Z
UgyD0imZ7p0RC378aUN4AaABAg,@christianroos8981,Ok acabei ciro gomes ganhou meu voto de novo,0,2022-08-31T05:41:47Z
UgxD5hIa-8vdPpkpW6h4AaABAg,@percypalacios5164,"A Universidade Decana de América, UNMSM (Universidad Nacional Mayor de San Marcos del Perú) foi fundada em 12 de Maio de 1551. O candidato Lula precisa se informar melhor pois o comentário feito (2:21:21) es inexato.",0,2022-08-31T05:40:21Z
UgzzAohpfwe5F3c2UxV4AaABAg,@TheHAZ1983,"O larápio foi flertar com o Coroné, tomou-lhe uma lapada que perdeu o rumo hahahaha de quebra o Ciro ainda levantou a bola do Bolsonaro. Suspeito que o Ciro não vai apoiar ninguém, mas SE FOSSE, me parece que seria o Bolsonaro... rsrsrs",6,2022-08-31T05:39:18Z
UgzwTnl6oYdVgOfv1EN4AaABAg,@mussolinipalmeirense3047,2:12:30 tankei nada,0,2022-08-31T05:34:03Z
UgxfpPsXVI7OAhK5FcJ4AaABAg,@telmaperezramoslima4852,Parabéns Band !,0,2022-08-31T05:31:29Z
UgyXjL9nBcOVn7AYvEZ4AaABAg,@Iae_John,Um pior que o outro. Aonde estão os candidatos com o mínimo de capacidade cerebral pra governar esse país?,0,2022-08-31T05:30:58Z
UgyZv9fHAd9vLqDHni54AaABAg,@cleiton07cuiabamt54,"pessoal falando que têm bastante desempregado, Cuiabá tem vários lugares que tão contratando tem mais de mês com placa na frente dizendo ter vagas. o cara que fala que não consegue emprego aqui em Cuiabá é preguiçoso e quer fica com a bunda no sofá coçando esperando auxílio do governo",0,2022-08-31T05:17:15Z
Ugzy_u7ytdqEYKanHYd4AaABAg,@vinicciusp6501,Esqueceu que DILMA assumiu o governo e fez merda,0,2022-08-31T05:14:22Z
UgzgSOZI7WoqQaksmuR4AaABAg,@vinicciusp6501,LULA SO FALA QUE O GOVERNO DELE FOI O MAIOR ISSO MAIOR AQUILO  SEM REALMENTE FALAR NÚMEROS,0,2022-08-31T05:12:09Z
Ugw26N_dZ7VtvlfnUJd4AaABAg,@obarbaruivadesp,LULA LADRÃO.,0,2022-08-31T05:10:03Z
UgwjZQ-Pi-2icyzvAmh4AaABAg,@jeuantonio3567,Gostei do descusso de Ciro gomes,0,2022-08-31T05:09:12Z
UgwWknpirlrVMLYaiyF4AaABAg,@crownl2_-530,2:07:00 KKKKKKKKKKKKKKKKKKK,2,2022-08-31T05:09:09Z
UgzDTdeq8Na5XYfIe1J4AaABAg,@CanalTriloko,"Consegui assistir o debate só agora e fui surpreendido com dois Candidatos: Soraya e Felipe,irei procurar mais sobre eles e já tenho certeza que são melhores que Bolsonaro,Lula e Ciro Gomes",1,2022-08-31T05:08:18Z
UgxYHd7i4eW74-WiYkB4AaABAg,@zaaaaaaad,💖🇧🇷1️⃣3️⃣💖🇧🇷,0,2022-08-31T05:07:51Z
Ugy3ObWxeEBBoQaXXJB4AaABAg,@obarbaruivadesp,"DILMA NAO PODE DAR PEDALADA, MAS BOLSONARO PODE ANDAR  DE MOTO  KKKKKKKKKKKK ESSE LULA AFFFFFFFF",5,2022-08-31T05:06:39Z
Ugwv5j98xqDaHMMhORB4AaABAg,@jeansasse9375,Bolsonaro fez o Lula travar mais que windows e o android juntos kkk Bolsonaro 2022,3,2022-08-31T05:03:38Z
Ugxt6mGtE29G_i43OeV4AaABAg,@reflectorfgc,2:12:28 KKKKKKKKKKKKKK,0,2022-08-31T04:58:39Z
UgwLXMh7w2LHKK1MjZd4AaABAg,@adrianoalemao5628,Vão lá seus verme quem vota neste Lula nosso país vai vir Venezuela,0,2022-08-31T04:54:24Z
UgzC9uhuB2kcATSn0Gt4AaABAg,@safiraazul9317,"CALA A BOCA, LULAAAA! 🤮🤮🤮
Nojo desta língua presa e deste português mal falado… quantas vezes mais vou ter que ouvir este semi analfabeto falando PÉTOBras…
Afe 🙄",0,2022-08-31T04:53:34Z
Ugwwpqd2ct-qSoRNA_B4AaABAg,@adrianoalemao5628,Não voto nesta mulheres de vez fala que vai fazer só ataca achando que ganha a sim são burras nunca vai ganhar nada,0,2022-08-31T04:52:13Z
UgykweBWqLZ_WjoYbKF4AaABAg,@MrJoaozinhoM,"Os dois picaretas que lideram as pesquisas (Lula e Bolsonaro) foram os que se saíram piores, inventando números falsos, ocultando fatos e baixaram o nível apelando para pirracinhas de 5 série (""Foi pra Paris"", ""Dorme pensando em mim""). A dupla Simone e Soraya esfregou o Bozo o tempo todo e o malandro, achando que ia fugir delas indo pro lado do Ciro, tomou um atropelo que terminou de enterrá-lo. Mas Ciro, realmente, embora não tenha sido tão ""chamativo"" quanto Tebet, mostrou-se o mais preparado, com melhor argumentação e propostas. Não tenho mais dúvidas quanto ao voto nele.",0,2022-08-31T04:50:34Z
UgzYVYkPfNfO9BdFb5F4AaABAg,@alexestefani2047,"Bolsonaro até 2048  , e que se foda STF  os esquerdistas satanistas  , nosso País  só  será vermelho com o sangue derramado dos Lesas Pátrias  corruptos  , filhos do diabo brasileiros  !!!!",1,2022-08-31T04:48:47Z
UgxkM6qMWjMas6ncfdp4AaABAg,@clsp4387,Piores no debate.  Lula  e Bolsonaro.,0,2022-08-31T04:46:23Z
UgwiOwzwftQSx8faseF4AaABAg,@Guilherme_Fernandes1997,"o looko imposto do videogame tinha q baixar msm, desmereceu atoa",0,2022-08-31T04:41:57Z
UgzDp2wt0PRPKrMiUW54AaABAg,@antonioandrade9701,So professores LERO LERO prometendo o que nunca irão fazer🤮🤑🤮,1,2022-08-31T04:41:43Z
Ugyr1jTwA7M_EZqgBOR4AaABAg,@SanLima,"oh Dó da coluna desses convidados ! kkkk e sobre o debate os principais temas ninguem fala, que é o senado , congresso e supremo que são os que ferram com o País.",0,2022-08-31T04:41:17Z
UgxC9Cdr-aa4F5MNBEp4AaABAg,@safiraazul9317,"As mulheres candidatas, FRAQUÍSSIMAS 🙄
Lula e Ciro, dois piadistas safados e malandros, sem contar que o Lula um ex presidiário corrupto, já foi (infelizmente) presidente e levou o país à falência. Que mau gosto te-lo ali no debate. 
O Felipe D’Ávila até fala  bem mas quem é ele mesmo?
Sobra Bolsonaro para 2022!!! 👍
O Felipe D’Avila deveria usar a inteligência e se associar ao Bolsonaro. Aí seria legal pois de todos os candidatos ali, ele parece ser o único com algo de útil a acrescentar!",2,2022-08-31T04:40:34Z
Ugy368zI2ia9GdUgotJ4AaABAg,@karlacamila5124,W,0,2022-08-31T04:39:23Z
Ugxw0cDJCfcRinNsW6p4AaABAg,@carlosmarques0007,Parabéns à BAND pelo debate,2,2022-08-31T04:36:02Z
Ugx3RUNE6T9oIq266Mp4AaABAg,@Realezapizzariadelivery,"Bolsonaro foi autêntico como sempre, falava o que pensava e se irritava completamente quando mentiam, lula e os outros fora o ciro não foram nem de longe bons, apenas o Ciro que usou de arte manhãs e usou algumas pessoas para estressar o bolsonaro pq sabe que ele tem pavil curto...kk",1,2022-08-31T04:33:58Z
Ugyg2c0tWtR5rrNTz-N4AaABAg,@leonardorosadecastro850,Lula presidente.😎,0,2022-08-31T04:32:49Z
UgxyYsvaPz_Jf_RjNlB4AaABAg,@saragomes02,"Lula o que vc vai fazer se ganha a eleição? ""Ah mais a vossa excelência não viu o que eu fiz em 2000, q amazônia n sei oq, q eu fiz isso, aquilo"" kkkkkkkkkkkkk n sabe nem oq vai fazer gente pelo amor de Deus 🤦😂😂😂",75,2022-08-31T04:30:15Z
UgzCLjcc0CgRg3vBgP94AaABAg,@paulinhopicolezeiro1108,Cadê o marçal ?acabou meu respeito pela Band!!!,0,2022-08-31T04:28:32Z
UgxIV51arVauiE1fjj14AaABAg,@4rthur218,"Candidatos a presidência propondo seus planos e ideias para o futuro do Brasil; e os dois principais em intenção de voto não propõem nada, e ficam de mentirinha e meia verdade, apenas se atacando. Tenha santa paciência...",1,2022-08-31T04:28:07Z
UgyZIXZuQovkUs4A__B4AaABAg,@fernandorodrigues595,Mulherada bonita ô Jesus,0,2022-08-31T04:27:27Z
UgwCBvZw5ZiEvfL82iR4AaABAg,@adrianoalemao5628,Coitada destas 🐄 não sabe nem que fala kkkk,0,2022-08-31T04:27:08Z
UgyEsn9tb1mqUw3LJnp4AaABAg,@telmaperezramoslima4852,Parabéns pela iniciativa,0,2022-08-31T04:26:32Z
UgxibbMr3pj5WPxi2RV4AaABAg,@rebecanunes3965,Quem mais aí acha que o Felipe Davila tá lá só pra ajudar o Ciro?,1,2022-08-31T04:26:30Z
Ugw0HdQap5i8L-E4vnt4AaABAg,@AlexeiDimitri,"Não existem 11 impostos federais. A constituição define 13 impostos, mas 3 são municipais, 3 são estaduais, 1 não está regulamentado (IGF, Imposto sobre Grandes Fortunas) e os 5 que faltam são II, IE, ITR, IPI e IRPF (importação, exportação, território rural, produtos industrializados e o famoso imposto de renda).
Existem algumas Contribuições como a CSLL (Contribuição Social sobre o Lucro Líquido) e alguns outros tributos e taxas.
Cada gênero que citei tem um objetivo, uma Lei própria. Os impostos, que constitui a maior parte da receita, é que serve para pagar funcionários públicos e fazer investimentos.

E para piorar as coisas, a maior parte aí não conhece o uso de pronome neutro da língua e usa de pleonasmo. Ao se dizer ""todos"", está se incluindo aí também as mulheres. Não precisamos nem de invencionices dos identitários para explorar um recurso que a língua já possui.",5,2022-08-31T04:23:31Z
UgyiOPu6ZYzW_oS3bMp4AaABAg,@alexandremarx8630,Conheça Pablo Marçal antes de votar precisamos de mudanças estamos cansado de bonsonario e lula👍🏻,1,2022-08-31T04:21:43Z
Ugzk-h1nuNQgsnSPQNh4AaABAg,@silmaramoreno7831,"Lula, ninguém  derrubou a Dilma por causa da pedalada, foi por causa daqueles 30%, que não  era 30%, que era 7%, e depois 20% de 30% 🤣",179,2022-08-31T04:21:29Z
UgzCgbPJXZkfpQxttpV4AaABAg,@beatrizribeiro07,2:07:29 BOLSONARO: para de mentir tá no teu D.N.A 😂😂😂😂😂😂😂😂😂😂😂😂😂😂,25,2022-08-31T04:21:05Z
Ugzy7SvjGRyt_ZuPVMh4AaABAg,@antonioandrade9701,Verdadeiros colarinhos brancos,0,2022-08-31T04:20:18Z
UgwGx9Lj31B4ngfPRkx4AaABAg,@valdineiseverianodias8871,"quase vomitei todas as vezes que esse ladrão do lula abria a boca....nojo, ladrão, tu ainda vai responder pela morte de Celso Daniel ladrão.",3,2022-08-31T04:19:58Z
UgyqSaKp9Mg-Tvlxhdt4AaABAg,@thodshigh_ac,"O asco que eu tenho quando ouço o Bolsonaro e O Lula falando não está escrito…
Com certeza meu asco maior é com o Bolsonaro, ele parece sempre responder as perguntas de uma maneira tão infantil que não parece ter seus 107 anos, com essa mentalidade.

Costuma apontar e atacar invés de ser objetivo nas respostas, o rodeio que ele deu para responder a pergunta “de onde sairá o valor do auxílio Brasil”",0,2022-08-31T04:19:13Z
UgyUCR6gkCFW-yE6y4p4AaABAg,@yanneduartegonzaga4362,"A cada 7 minutos mulheres são assassinadas????! Isso da um total de aproximadamente 75.000mulheres no ano, sendo que no último ano foi registrado um TOTAL de aproximadamente 42.000 assassinatos. Só pra deixar bem claro quando digo total é considerando tbm os assassinatos de homens! 🕵🏻",2,2022-08-31T04:18:57Z
UgxXEZ_hIQZD__iJH6h4AaABAg,@antonioandrade9701,Parabens band por nos deixar ver tantas promessas que jamais serão cumpridas com essa politicagem só das gargantas.pra fora.🤡🤡🤡,0,2022-08-31T04:17:25Z
UgwN2L-tA4xeGzGNVhl4AaABAg,@rodrigoribeirosoares1252,LULA vou perguntar para candidata Simone step 🤣 😂 🤣,1,2022-08-31T04:14:48Z
UgxfJ5l2x5zOLFeh9wp4AaABAg,@PauloHenrique-gf7dw,"""Meu povo pereçe por falta de co conhecimento"". As pessoas se iludem muito fácil e acreditam em palavras bonitas e pela aparência. É impressionante como as pessoas ingnoram os fatos, acreditam em mentiras e esquecem as coisas rapidamente, e o pior de tudo, acreditam ainda em democracia, a democracia é e foi sempre feita pela o sistema(A Elite Global) e nunca feita pelo o povo nós o cidadão de bem trabalhador. São eles que tocam a música no mundo infelizmente, em outras palavras a elite que coloca quem eles querem no poder por meio de manipulação e lacração mental.",1,2022-08-31T04:13:38Z
UgyFp-lAUAO8aROUmSF4AaABAg,@Caroliny430,"Mulher quer igualdade, mas não tanka quando um homem a chingue como ele chingaria um homem kkkk enfim a hipocrisia vsf vitimismo vestido de feminismo",4,2022-08-31T04:07:12Z
UgycZgpeVlbBt2GnN4R4AaABAg,@jonathasdenverdasilva9856,Nunca me divertir tanto quanto hoje com esse debate vocês imagina Lula e bolsonaro no mesmo churrasco gente eo Ciro Gomes de juiz ia ser pancada pra todo lado nunca vi tanto ódio destilado o sr Lula eo sr bolsonaro se odeia pra valer meu deus nenhum deles me representa eu vi as mulheres darem um show nesse debate parabéns as candidatas,0,2022-08-31T04:06:30Z
Ugw3aeUFnDwspsTez4t4AaABAg,@josepinaoficial7091,"Band foi formidável, não editou nada no debate ❤️ Democracia, obrigado Band ❤️",65,2022-08-31T04:05:48Z
Ugz6_ZTij5jafB_YlHF4AaABAg,@gameseduuufilha2266,ksskksks todos fugindos de responder as perguntas kkkk so o ciro que tava indo direto nas respostas  e o bozo brigando com o 51 kkkkkkkkkkkkkk br e foda,3,2022-08-31T04:05:31Z
UgzSQCWvSVxvaWzw08V4AaABAg,@Adornada.23,Só uma coisa a dizer: 2️⃣2️⃣✅,12,2022-08-31T04:05:01Z
Ugy8vAyCPjTHSWk6kqd4AaABAg,@saragomes02,Gente o lula só sabe desviar as perguntas e n responder kkkkkkkkkkkkk pelo amor,49,2022-08-31T04:01:03Z
UgxBS0disOdGs4G5spF4AaABAg,@curiosidadesdaclaudia,"rindo horrores do lula com suas respostas, sendo q foi preso pelos motivos q foi atacado kkk Bolsonaro q lute nos ataques, gostei da entrada da Soraya. o restante está em observação por mim 😂 preciso analisar mais, não sou 22 mais justificativa em cima de pandemia é covardia, governar com a COVID é complicado.",45,2022-08-31T04:00:12Z
UgwArpQ1pU97tLbzKxp4AaABAg,@vanessacarla73,Faltou o serra e a Marina do partido verde 😂😂😂😂kkkkk ê meu brasilzao a gente tem que rir pra não chorar .  tá de sacan tá de brincadeira 😂😂 mito 2023,3,2022-08-31T03:59:07Z
UgxXWt-wTWz6NDPSFuZ4AaABAg,@emiliacardeli5209,Novo? política velha disfarçada,0,2022-08-31T03:55:38Z
UgwhGh5R4qkqfCQsBPR4AaABAg,@vinicius24199,PQ SORAIA PISCA O OLHO 60 VEZES POR SEGUNDO?,2,2022-08-31T03:55:35Z
UgyQmSvyfkHZjDA4y8p4AaABAg,@emiliacardeli5209,Partido novo????,0,2022-08-31T03:54:30Z
Ugz_ymLsrSqaBpAgf2R4AaABAg,@acordaspfc9630,Bolsonaro neles,2,2022-08-31T03:54:17Z
