id,autor,comentario,likes,data,num_caracteres,num_palavras,dia,comentario_limpo
Ugyik7OooT6wrupVvlV4AaABAg,@rodrigo-phoenix,Mesmo diuscurso fajuto dos demais candidatos...,0,2022-09-01 14:25:06+00:00,47,6,2022-09-01,mesmo diuscurso fajuto dos demais candidatos.
Ugz-uY-LeaMTkbUVlGh4AaABAg,@mymsstage,"É engraçado ver esses candidatos falando, eu vou, eu vou, eu vou kkkk você vai se for aprovado na câmera e no senado se não se não vai a lugar nenhum kkkk",148,2022-09-01 14:16:04+00:00,154,32,2022-09-01,"é engraçado ver esses candidatos falando, eu vou, eu vou, eu vou kkkk você vai se for aprovado na câmera e no senado se não se não vai a lugar nenhum kkkk"
Ugwrps9yyJYZzeN34v94AaABAg,@severinalima9412,Até o morto recebeu bolsa brasil explica isso se tem alguém passando fome até o morto tá recebendo Eu HEMMM,0,2022-09-01 14:16:01+00:00,107,20,2022-09-01,até o morto recebeu bolsa brasil explica isso se tem alguém passando fome até o morto tá recebendo eu hemmm
UgzPTpPBoh6-RKQfCid4AaABAg,@josealfeumartins2741,Só um candidato limpo.Felipe D'ávila.,1,2022-09-01 14:14:14+00:00,37,5,2022-09-01,só um candidato limpo.felipe d'ávila.
UgwlUKbadYuAcL1ie3N4AaABAg,@rickgrimes7294,"O bolsonaro é uma vergonha, impressionante o despreparo dele, vc que votou em 2018 nele, chegou tua hora de rever seus conceitos, se permanecerem iguais de 4 anos pra cá, o problema não é o Brasil nem os políticos, é vc!!! Como diz o capitão nascimento do tropa de elite ""É você que financia essa porra""",0,2022-09-01 14:09:03+00:00,303,56,2022-09-01,"o bolsonaro é uma vergonha, impressionante o despreparo dele, vc que votou em 2018 nele, chegou tua hora de rever seus conceitos, se permanecerem iguais de 4 anos pra cá, o problema não é o brasil nem os políticos, é vc! como diz o capitão nascimento do tropa de elite ""é você que financia essa porra"""
Ugxrc1jq0t7zfCYywvJ4AaABAg,@PryscillaRamos,Se não fez projetos como senadoras como presidente é que não faz!! Cadê que peita o STF pra tirar a obra do papel??? Mexam-se!!!,1,2022-09-01 14:05:30+00:00,128,24,2022-09-01,se não fez projetos como senadoras como presidente é que não faz! cadê que peita o stf pra tirar a obra do papel? mexam-se!
UgzStccelpmUN9G-gEB4AaABAg,@josealfeumartins2741,Uma hora sem falar porra nenhuma que vergonha.,0,2022-09-01 14:04:17+00:00,46,8,2022-09-01,uma hora sem falar porra nenhuma que vergonha.
UgwhwqcMsVzeLm8XpCZ4AaABAg,@severinalima9412,Kkkkkkkk OK EU HEMMM,0,2022-09-01 14:02:47+00:00,20,4,2022-09-01,kkkkkkkk ok eu hemmm
UgxnavhICeXSk8NFq294AaABAg,@andreagehlhar6207,"Lula 🙄🤢🤔 quanta mentira!
O Brasil não  merece  tanta hipocrisia e tanto  blá-blá-blá ... Triste Brasil
surreal🤔🤨
Felipe D'avila 👏👏",2,2022-09-01 13:58:46+00:00,130,20,2022-09-01,lula 🙄🤢🤔 quanta mentira! o brasil não merece tanta hipocrisia e tanto blá-blá-blá . triste brasil surreal🤔🤨 felipe d'avila 👏👏
Ugy7LrRHvqDMxGQoPYJ4AaABAg,@oliviacostadossantos1018,Com 11 anos Eu já trabalhava,0,2022-09-01 13:51:17+00:00,28,6,2022-09-01,com 11 anos eu já trabalhava
UgzyTNhQbc8gjVUFFRZ4AaABAg,@claudiabarbagallo3006,Parei no todos e todas,0,2022-09-01 13:50:25+00:00,22,5,2022-09-01,parei no todos e todas
Ugw7Mx6eITr5O6Fviud4AaABAg,@thulsa_doom,"Uma candidata dizendo que irá isentar professores do IR, a outra dizendo que pagará R$5 mil a todos os estudantes ao se formarem no ensino médio para comprarem telefone celular ou moto... pqp, é assim que pretendem melhorar o ensino no país? Que piada!",12,2022-09-01 13:45:40+00:00,252,44,2022-09-01,"uma candidata dizendo que irá isentar professores do ir, a outra dizendo que pagará r$5 mil a todos os estudantes ao se formarem no ensino médio para comprarem telefone celular ou moto. pqp, é assim que pretendem melhorar o ensino no país? que piada!"
UgzeNcYTpVexXIzpEEV4AaABAg,@rafaelcarloto877,"""Esse país nunca teve educação, precisou de um metalúrgico sem diploma cuidar disso""",1,2022-09-01 13:40:38+00:00,84,13,2022-09-01,"""esse país nunca teve educação, precisou de um metalúrgico sem diploma cuidar disso"""
UgxQR6Ezt5ZYFaXpg9N4AaABAg,@agendadanilo3344,"Que moto de 5 mil reais?, lkkk agora chapo",0,2022-09-01 13:25:42+00:00,42,9,2022-09-01,"que moto de 5 mil reais?, lkkk agora chapo"
UgzLsixwEaxCSrzDuI14AaABAg,@RodrigoR99s,Começa em 9:35,0,2022-09-01 13:19:52+00:00,14,3,2022-09-01,começa em 9:35
Ugx_yFQoRCf60b7fk0Z4AaABAg,@tonyandrade7614,"Vamos fazer uma enquete:
Bolsonaro curte 👍
 Lula comenta 13.",8,2022-09-01 13:15:54+00:00,60,10,2022-09-01,vamos fazer uma enquete: bolsonaro curte 👍 lula comenta 13.
UgwjKXwKdZ6TthIXELB4AaABAg,@ademirmcarvalho7643,"Esse debate deixou claro pra mim que o Bolsonaro está cercado de pilantras. Se não for ele, o Brasil vai pro fundo do abismo de vez.",18,2022-09-01 13:14:38+00:00,132,26,2022-09-01,"esse debate deixou claro pra mim que o bolsonaro está cercado de pilantras. se não for ele, o brasil vai pro fundo do abismo de vez."
UgxWs1gDx7dPPMoN5AJ4AaABAg,@natancordeirocordeiro7222,Cheiro da cachaça chaga aq em lula,1,2022-09-01 13:11:56+00:00,34,7,2022-09-01,cheiro da cachaça chaga aq em lula
Ugyh0eFG-d8bbZJFT5N4AaABAg,@danielleal6885,A Soraya pisca os olhos mais de 100 vezes por minuto 😂😂😂,155,2022-09-01 13:09:10+00:00,56,12,2022-09-01,a soraya pisca os olhos mais de 100 vezes por minuto 😂😂😂
Ugy1kLIaOgHo5LzOLzV4AaABAg,@rebecanascimento8864,Lula deveria mudar para 71 e não 13,2,2022-09-01 13:03:48+00:00,35,8,2022-09-01,lula deveria mudar para 71 e não 13
UgxXjOMF4XZeiCGzje54AaABAg,@patriciarosaonline,"O que resolve o problema das mulheres são uma nação mais justa e forte, unida",2,2022-09-01 13:03:21+00:00,77,15,2022-09-01,"o que resolve o problema das mulheres são uma nação mais justa e forte, unida"
UgxXz6rGhWK_x4Q7BYl4AaABAg,@felix262,Eu estou com o coruja noturna 2023🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🗿🍷😈😈😋🥰,0,2022-09-01 13:02:17+00:00,52,7,2022-09-01,eu estou com o coruja noturna 2023🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🗿🍷😈😈😋🥰
Ugwsjgl-3A2r1nZBq8h4AaABAg,@hyanguimaraes,"1:52:00 Seu imposto vai pagar moto e telefone de adolescente? É isso mesmo? Se quer fazer isso, porque não condicionar o uso do dinheiro à educação? Você recebe os R$5000,00 mas só pode usar para estudos: Uma faculdade, curso profissionalizante, curso de idiomas, que seja um curso online, mas moto e telefone? Chega a ser cômico.",1,2022-09-01 13:02:08+00:00,330,56,2022-09-01,"1:52:00 seu imposto vai pagar moto e telefone de adolescente? é isso mesmo? se quer fazer isso, porque não condicionar o uso do dinheiro à educação? você recebe os r$5000,00 mas só pode usar para estudos: uma faculdade, curso profissionalizante, curso de idiomas, que seja um curso online, mas moto e telefone? chega a ser cômico."
Ugy5P_RmGN-TTiuTsJ94AaABAg,@GabrielLucas-ii9ej,"CAARAAAIOOOO 5000 CONTO P ESTUDA 
Horraa aii sim daria gosto de i p escola, os únicos q ganhavam dinheiro indo o escola no meu tempo era traficante 🤣",0,2022-09-01 13:01:53+00:00,149,28,2022-09-01,"caaraaaioooo 5000 conto p estuda horraa aii sim daria gosto de i p escola, os únicos q ganhavam dinheiro indo o escola no meu tempo era traficante 🤣"
UgysgKw34W1TbF3udCR4AaABAg,@bgst4702,"Viva o fim da Rede Globo ,que não se trata de uma emissora de televisão dando notícias que por exemplo aconteceram em um lado político e outro. Mas sim de uma emissora que financeiramente pertence ao país que já ha séculos ,quer que o Brasil se mate ,seja destruído ,se divida para melhorar a economia dele. Ou seja ,pertence aos Estados Unidos.
Eu de dez anos para cá aproximadamente ,já diminuir o meu consumo desta emissora em pelo menos 97% em relação ao que assistia antes.
A ação dela na política do Brasil significa tentar manter o país instável sempre. Ela é um problema para o Brasil ,mais grave do que um lado político pode considerar do outro. Devido ao tanto que é grave isto ,valeria a pena agora ""até o tanto de união possível entre o tipo de política de Bolsonaro e o tipo de política de Lula"". Para anular completamente ,o contato desta emissora de televisão com o Brasil. E ela no momento está se dividindo e vendendo seus programas para outras emissoras. Uma das divisões é o canal de televisão Futura.
Como disse Paulo Henrique Amorim :Não deixa ninguém governar ,por isso será fechada.
! Se você gostou passe a idéia.   Tmj.   !É nois.",1,2022-09-01 12:41:23+00:00,1159,207,2022-09-01,"viva o fim da rede globo ,que não se trata de uma emissora de televisão dando notícias que por exemplo aconteceram em um lado político e outro. mas sim de uma emissora que financeiramente pertence ao país que já ha séculos ,quer que o brasil se mate ,seja destruído ,se divida para melhorar a economia dele. ou seja ,pertence aos estados unidos. eu de dez anos para cá aproximadamente ,já diminuir o meu consumo desta emissora em pelo menos 97% em relação ao que assistia antes. a ação dela na política do brasil significa tentar manter o país instável sempre. ela é um problema para o brasil ,mais grave do que um lado político pode considerar do outro. devido ao tanto que é grave isto ,valeria a pena agora ""até o tanto de união possível entre o tipo de política de bolsonaro e o tipo de política de lula"". para anular completamente ,o contato desta emissora de televisão com o brasil. e ela no momento está se dividindo e vendendo seus programas para outras emissoras. uma das divisões é o canal de televisão futura. como disse paulo henrique amorim :não deixa ninguém governar ,por isso será fechada. ! se você gostou passe a idéia. tmj. !é nois."
UgxaHordzPQGlrQdd_t4AaABAg,@andrerenato4045,VAMOS MITO 2022 É 22,2,2022-09-01 12:40:57+00:00,20,5,2022-09-01,vamos mito 2022 é 22
Ugx83RUTHNjxDU8uBoh4AaABAg,@belasouza4746,Aaaaa que bom que existe o Lula 🥰,0,2022-09-01 12:40:17+00:00,33,8,2022-09-01,aaaaa que bom que existe o lula 🥰
UgwceZGpewy_sMBEbiV4AaABAg,@derekdemais,"3:13:49 
LULA : SIMONES ESTREBIS",0,2022-09-01 12:29:11+00:00,32,5,2022-09-01,3:13:49 lula : simones estrebis
UgzORjlc0Pyp1KqCJXB4AaABAg,@Tocantins-o5b,Bolsonaro 22 🇧🇷,1,2022-09-01 12:27:48+00:00,15,3,2022-09-01,bolsonaro 22 🇧🇷
Ugz72f6Y5tU1x8KV6Ip4AaABAg,@lucasbonjur2123,Partiu sequestrar carbono?,0,2022-09-01 12:08:49+00:00,26,3,2022-09-01,partiu sequestrar carbono?
Ugx9pZ1OpHYymr3mdgx4AaABAg,@victordamiao,"Essa música da bandeirante, me lembra muito o jogo ""Digimon World 2"" kkk",0,2022-09-01 12:00:58+00:00,72,13,2022-09-01,"essa música da bandeirante, me lembra muito o jogo ""digimon world 2"" kkk"
UgwiW2oOQ7EeMQ0eSxR4AaABAg,@neyviegas86,Felipe D'Ávila 30 👏👏👏,1,2022-09-01 11:59:36+00:00,21,4,2022-09-01,felipe d'ávila 30 👏👏👏
UgyndhdRnFJIXHHcUwp4AaABAg,@eltoncosta1569,"Só achei improcedente o último direito de resposta cedido ao ""ex-presidiário"" bandido!",34,2022-09-01 11:25:39+00:00,86,12,2022-09-01,"só achei improcedente o último direito de resposta cedido ao ""ex-presidiário"" bandido!"
UgxFk_ZZkwjJ1QRBf3p4AaABAg,@lubulsara,Ciro tentando ser religioso 🤡🤣🤣🤣🤣🤣,1,2022-09-01 11:00:59+00:00,34,5,2022-09-01,ciro tentando ser religioso 🤡🤣🤣🤣🤣🤣
Ugyolta-XYis_T26_Hl4AaABAg,@tatidperfume,"Sansionou leis em apoio as mulheres mas essas leis não foram propostas pelo Sr. seu Jair Bolsonaro.  Se fosse assim por que não tem nenhum decreto feito diretamente pelo Sr? E mais,  sancionou essas leis para manter apoio no Congresso para poder aprovar leis mais interessantes para ele.  Afinal se não sancionasse não ia conseguir deixar a boiada passar",0,2022-09-01 11:00:45+00:00,354,59,2022-09-01,"sansionou leis em apoio as mulheres mas essas leis não foram propostas pelo sr. seu jair bolsonaro. se fosse assim por que não tem nenhum decreto feito diretamente pelo sr? e mais, sancionou essas leis para manter apoio no congresso para poder aprovar leis mais interessantes para ele. afinal se não sancionasse não ia conseguir deixar a boiada passar"
Ugw9hyyi8EQ8YBcGqip4AaABAg,@marcosqueiroz3441,"Sou Bolsonaro e ponto continuativo, quando seu mandato cabar, serei quem ele indicar e ponto final.",14,2022-09-01 10:42:49+00:00,99,16,2022-09-01,"sou bolsonaro e ponto continuativo, quando seu mandato cabar, serei quem ele indicar e ponto final."
UgwzTrvXvJO3rFSDdQ14AaABAg,@giselemoreira9688,2:14:47 hahahahahah!!! Esse sabe ser ator.,1,2022-09-01 10:22:22+00:00,42,6,2022-09-01,2:14:47 hahahahahah! esse sabe ser ator.
UgwU6XIb-ODln2cIM-R4AaABAg,@tatidperfume,Porque o bolsa familia era baixo questionou bolsonaro. Porque ele mesmo votava contra o bolsa família e ir contra o bolsa familia na campanha presidencial dele. Agora vem com essas falácias,0,2022-09-01 10:20:03+00:00,189,31,2022-09-01,porque o bolsa familia era baixo questionou bolsonaro. porque ele mesmo votava contra o bolsa família e ir contra o bolsa familia na campanha presidencial dele. agora vem com essas falácias
UgySpmRWtV5HkSc3d994AaABAg,@lubulsara,É  impressão minha ou parecia que havia duplas entre os canditados ?,0,2022-09-01 10:16:26+00:00,68,12,2022-09-01,é impressão minha ou parecia que havia duplas entre os canditados ?
Ugz5mhdJ6ySwkOosTnh4AaABAg,@Wesleyveloso722,"Não sei o que isentar professor de imposto de renda vai melhorar na educação. 
Professor tem piso de R$ 3.500,00. Não é a classe mais desfavorecida do Brasil. Só dar mais dinheiro não vai melhorar educação.",0,2022-09-01 09:42:37+00:00,206,36,2022-09-01,"não sei o que isentar professor de imposto de renda vai melhorar na educação. professor tem piso de r$ 3.500,00. não é a classe mais desfavorecida do brasil. só dar mais dinheiro não vai melhorar educação."
UgxBLp-WPy8LMDocLgp4AaABAg,@cec8169,"""Carbono zero"", ""Energia verde"", ""Emprego verde"", esse partido Novo se perdeu completamente. Esse partido Novo não é de direita NUNCA nessa vida. Que tipo de ""Liberal"" é esse? Liberal que defende a agenda ESG abertamente em rede nacional. Isso é uma VERGONHA.",9,2022-09-01 09:37:38+00:00,259,42,2022-09-01,"""carbono zero"", ""energia verde"", ""emprego verde"", esse partido novo se perdeu completamente. esse partido novo não é de direita nunca nessa vida. que tipo de ""liberal"" é esse? liberal que defende a agenda esg abertamente em rede nacional. isso é uma vergonha."
UgxuVBB5CCoerKjPTV54AaABAg,@rodrigocruz7854,"Poxa vida, o Professor Felipe foi muito bem nesse debate! E esse dingle ""pare de votar no menos pior"" ficou na cabeça!",0,2022-09-01 09:26:04+00:00,118,22,2022-09-01,"poxa vida, o professor felipe foi muito bem nesse debate! e esse dingle ""pare de votar no menos pior"" ficou na cabeça!"
UgxqIibhnTg5kVmUffl4AaABAg,@mochileirochapolim,"Aí depois não sabem porque chamam o Bozo de machista. 
Ele tem a Simone, a Soraia e o Ciro pra perguntar. Escolhe o Ciro e pergunta:
O QUE VOCÊ ACHA DOS MEUS PROJETOS PARA AS MULHERES!!!",0,2022-09-01 09:12:25+00:00,186,36,2022-09-01,"aí depois não sabem porque chamam o bozo de machista. ele tem a simone, a soraia e o ciro pra perguntar. escolhe o ciro e pergunta: o que você acha dos meus projetos para as mulheres!"
UgxfSHuIXqBYjx3gnN54AaABAg,@Paulistaninha,"muito bom ter um debate presidencial, bem melhor do que aconteceu, ou nao, em 2018, ja o teor do debate e' outra coisa, mas ainda assim melhor ter debate do que nao ter.",1,2022-09-01 09:00:42+00:00,169,33,2022-09-01,"muito bom ter um debate presidencial, bem melhor do que aconteceu, ou nao, em 2018, ja o teor do debate e' outra coisa, mas ainda assim melhor ter debate do que nao ter."
UgwQrRAJroL7FXhKCtF4AaABAg,@roniesantos9570,Cara kkkkk como que o cara usa de extrema burrice pra falar que as pessoas desempregadas estão desistindo de procurar emprego kkkkkj,0,2022-09-01 08:54:20+00:00,132,22,2022-09-01,cara kkkkk como que o cara usa de extrema burrice pra falar que as pessoas desempregadas estão desistindo de procurar emprego kkkkkj
UgxOUc2fqNPG1_9fmMh4AaABAg,@roniesantos9570,"Como sempre o complô contra o capitão, a Simone e a Soraia parecia que eram candidata a presidente e vice kkkkk",5,2022-09-01 08:42:33+00:00,111,21,2022-09-01,"como sempre o complô contra o capitão, a simone e a soraia parecia que eram candidata a presidente e vice kkkkk"
UgxX7-MqjgLglHhmk3x4AaABAg,@manuelbarreira8906,Parabens joze amaro,0,2022-09-01 08:38:46+00:00,19,3,2022-09-01,parabens joze amaro
UgzhEVwNzpfLyZ4B64F4AaABAg,@romariolino9992,"Mostrando pra Globo que é um lixo,o que é fazer um jornalismo limpo e sem frescura.  Bolsonaro reeleito.",10,2022-09-01 08:33:01+00:00,104,18,2022-09-01,"mostrando pra globo que é um lixo,o que é fazer um jornalismo limpo e sem frescura. bolsonaro reeleito."
Ugz3zPaLd-PLFRIZaql4AaABAg,@franciscamelo9369,Só temos uma solução tirar toda a bancada do PT do Brasil,1,2022-09-01 08:29:22+00:00,57,12,2022-09-01,só temos uma solução tirar toda a bancada do pt do brasil
Ugy3i27Dgu0Im1anWTZ4AaABAg,@franciscamelo9369,Todos eles fogem das perguntas do presidente Bolsonaro Eles não estão tendo argumentos Bolsonaro eleito O melhor presidente de todos os tempos,3,2022-09-01 08:28:00+00:00,142,22,2022-09-01,todos eles fogem das perguntas do presidente bolsonaro eles não estão tendo argumentos bolsonaro eleito o melhor presidente de todos os tempos
UgxXh9j8vQ7dR5ITuPN4AaABAg,@romariolino9992,"Vc é um ladrão lula, é impressionante como existe pessoas que ainda caem nas suas ciladas.",4,2022-09-01 08:25:19+00:00,90,16,2022-09-01,"vc é um ladrão lula, é impressionante como existe pessoas que ainda caem nas suas ciladas."
UgzdWv8TpgVUlzN1erN4AaABAg,@kauanesilva9501,"Passando apenas para ressaltar que o Lula nunca foi inocentado, o processo foi anulado pela parcialidade (vontade de prender) do juiz Sérgio moro, mas as provas reunidas foram sim o suficiente pra provar a corrupção do ex presidente.
E Bolsonaro também rouba!",0,2022-09-01 08:06:21+00:00,259,42,2022-09-01,"passando apenas para ressaltar que o lula nunca foi inocentado, o processo foi anulado pela parcialidade (vontade de prender) do juiz sérgio moro, mas as provas reunidas foram sim o suficiente pra provar a corrupção do ex presidente. e bolsonaro também rouba!"
UgzvcCQ0Oc_rap7Z2dJ4AaABAg,@elianadelourdesbonatti8698,"É muita cara de pau o lula aparecer na mídia depois de tudo o que fez de mau neste país e querer ser presidente novamente. É incrível ver até que ponto chega uma pessoa por causa do dinheiro.
BOLSONARO 2022!!!",2,2022-09-01 08:04:17+00:00,209,40,2022-09-01,é muita cara de pau o lula aparecer na mídia depois de tudo o que fez de mau neste país e querer ser presidente novamente. é incrível ver até que ponto chega uma pessoa por causa do dinheiro. bolsonaro 2022!
UgyONdViQlQ8IdmPr9J4AaABAg,@joaovitor-tc1ii,Ciro Gomes e muito cínico,0,2022-09-01 07:45:38+00:00,25,5,2022-09-01,ciro gomes e muito cínico
UgxwDPTfrp09FwXFvkt4AaABAg,@rasfirootsroots3726,"A economia está bombando só se for no kuulll do bolsonaro !!! R💲120,00 um gás de cozinha, R💲50,00 o quilo de carne , R💲10,00 o litro de óleo R💲8,00⛽   mó otários nazista fdp !!! Safado corrupto!!!",0,2022-09-01 07:34:03+00:00,196,36,2022-09-01,"a economia está bombando só se for no kuulll do bolsonaro ! r💲120,00 um gás de cozinha, r💲50,00 o quilo de carne , r💲10,00 o litro de óleo r💲8,00⛽ mó otários nazista fdp ! safado corrupto!"
UgyqwjvF6a6oJ8eh7mV4AaABAg,@gilvillla5828,"Vale ressaltar que é estranho dizer que 33 milhões de brasileiros passam fome, disse Hugo Garbe, economista-chefe da G11 Finance e professor do curso de economia e finanças da Universidade Mackenzie.......

Hoje, temos reduzido cada vez mais o desemprego no Brasil, no auge da pandemia, chegou a 14 milhões. Hoje, são 9 milhões..,....

Garbe lembrou ainda do auxílio emergencial, pago quase ininterruptamente desde o início da pandemia e que contemplou quase 80 milhões de pessoas..,...

Nossa situação difere da de países como Argentina e a Venezuela, que passam por uma crise de maiores proporções, observou....... Então comparando nosso país à Venezuela.........",1,2022-09-01 07:14:37+00:00,665,101,2022-09-01,"vale ressaltar que é estranho dizer que 33 milhões de brasileiros passam fome, disse hugo garbe, economista-chefe da g11 finance e professor do curso de economia e finanças da universidade mackenzie. hoje, temos reduzido cada vez mais o desemprego no brasil, no auge da pandemia, chegou a 14 milhões. hoje, são 9 milhões.,. garbe lembrou ainda do auxílio emergencial, pago quase ininterruptamente desde o início da pandemia e que contemplou quase 80 milhões de pessoas.,. nossa situação difere da de países como argentina e a venezuela, que passam por uma crise de maiores proporções, observou. então comparando nosso país à venezuela."
Ugx27C6NGOp7-fAU4Gt4AaABAg,@JvOeditorR,"3:43:00, simone e muito foda, na moral, tmnc vcs que ficam em lula e bolsonaro, tao escolhendo o menos pior onde existem muitos bons",0,2022-09-01 06:46:48+00:00,132,24,2022-09-01,"3:43:00, simone e muito foda, na moral, tmnc vcs que ficam em lula e bolsonaro, tao escolhendo o menos pior onde existem muitos bons"
UgzfmVREgs_3cOcezsB4AaABAg,@Raffaeucds2025,"O DEBATE FOI ÓTIMO, PORÉM, SÓ ATACARAM O PRESIDENTE BOLSONARO.",3,2022-09-01 05:54:55+00:00,62,10,2022-09-01,"o debate foi ótimo, porém, só atacaram o presidente bolsonaro."
UgyvqDhZwlQOA3p3QWt4AaABAg,@GUSTAVOBR_88,Mulher defendendo fundo eleitoral kkkkkkk,1,2022-09-01 05:50:09+00:00,41,5,2022-09-01,mulher defendendo fundo eleitoral kkkkkkk
Ugyxfy7X3D562SMMFiN4AaABAg,@carlosbarbosa342,"Lula depois da roubalheira, não tem mais argumento o que se tem é mto dinheiro guardado que foi saqueado da nossa Petrobrás, sem falar que na história da República entre lula e dom pedro l, o ex-presidiario foi   o presidente quem mais saqueou o Brasil.",3,2022-09-01 05:33:05+00:00,253,45,2022-09-01,"lula depois da roubalheira, não tem mais argumento o que se tem é mto dinheiro guardado que foi saqueado da nossa petrobrás, sem falar que na história da república entre lula e dom pedro l, o ex-presidiario foi o presidente quem mais saqueou o brasil."
UgzHQbcSEG7n5qS_o6V4AaABAg,@evertontrindade4363,Lula é o melhor mesmo,0,2022-09-01 05:21:35+00:00,21,5,2022-09-01,lula é o melhor mesmo
UgzsNagQ2jfjThT7D4h4AaABAg,@SaudeeCripto1745,No YouTube o que e bet play não teria acontecido isso,0,2022-09-01 05:20:21+00:00,53,11,2022-09-01,no youtube o que e bet play não teria acontecido isso
Ugxt2QIPPH4QkLljRuR4AaABAg,@SaudeeCripto1745,Se eles diverce pesquisado,0,2022-09-01 05:18:50+00:00,26,4,2022-09-01,se eles diverce pesquisado
Ugxf6BfJ9XLIHCS1f7N4AaABAg,@m02f2,5 mil pra quem terminar o ensino médio kkk... Depois dos 30 bora pra escola gente fingir que estamos no segundo ano do ensino médio...,0,2022-09-01 05:16:26+00:00,134,25,2022-09-01,5 mil pra quem terminar o ensino médio kkk. depois dos 30 bora pra escola gente fingir que estamos no segundo ano do ensino médio.
UgxpqeVZ7MIE2ZCYdip4AaABAg,@GabyVitg,"3:33:25 minha impressão dessa fala é que os negros (na visão dela) são a par do restante das pessoas. ¯\_(ツ)_/¯
Eu realmente não sei se é só uma impressão ruim que tive, mas não gostei da forma como ela falou... Ela frisou muito que vai ter negros. Sei lá achei estranho. 
Gostaria da opinião de vocês. S2",1,2022-09-01 04:58:51+00:00,305,57,2022-09-01,"3:33:25 minha impressão dessa fala é que os negros (na visão dela) são a par do restante das pessoas. ¯\_(ツ)_/¯ eu realmente não sei se é só uma impressão ruim que tive, mas não gostei da forma como ela falou. ela frisou muito que vai ter negros. sei lá achei estranho. gostaria da opinião de vocês. s2"
UgwTDXJVWeERIKpBJFZ4AaABAg,@purosayajin5722,Depois de ver esse Debate resolvi votar no Novo 30.,0,2022-09-01 04:53:26+00:00,51,10,2022-09-01,depois de ver esse debate resolvi votar no novo 30.
Ugxfa3XcQglggpHfJit4AaABAg,@Raffaeucds2025,"O presidente reeleito é uma realidade, pesquisem cada coisa que foi dita nesse debate vão atrás da informação, por favor.",10,2022-09-01 04:50:32+00:00,121,20,2022-09-01,"o presidente reeleito é uma realidade, pesquisem cada coisa que foi dita nesse debate vão atrás da informação, por favor."
UgzP8C9zkZmEMC93cWV4AaABAg,@indiaradavidpereira6409,"Parabéns Presidente Bolsonaro,  o senhor foi assertivo e rápido.  Em 2022 é 22.",6,2022-09-01 04:32:46+00:00,79,13,2022-09-01,"parabéns presidente bolsonaro, o senhor foi assertivo e rápido. em 2022 é 22."
UgyUJELPST4Nccu0uTJ4AaABAg,@rosilenenunes1855,"Muito Bonitas as metas, só que a realidade quando se chega ao poder é outra🙅‍♀️🤦‍♀️ e admiro um monte de funcionários públicos  tentar enganar a população brasileira com tantas conversas que todos no seus mundos sonham em algo surreal 🤦‍♀️🤷‍♀️Tudo que querem fazer pelo Brasil tem que se passar por aprovações,  não é só ter vontade e desejo de se realizar e fazer🤷‍♀️🤦‍♀️fora os acordos que são necessários para que realmente tudo se faça 🤷‍♀️
Acordem povo, ex-ministros e senadoras, que só conversas fiadas pra roubar mais o nosso País 🤷‍♀️🤦‍♀️😡😬🤡 só palhaçada todos, com conversas pra enganar o povo. Que absurdo,  DIZER que Isentará quem não precisa dos Impostos😡🤦‍♀️🤡sendo que o brasileiro menos favorecidos é uma humilhação pra obter esse direito de ser Isentos do IPTU,  que só tem direitos  com 65 anos e se a metragem da casa que tem não ultrapassar o limite de metragem Exigida 🤷‍♀️🤦‍♀️🙈🤡fala sério 😡😡😡😡😬 e dar dinheiro no valor de 5 000 reais  proposto pra quem tem que estudar 🤦‍♀️😬🤡😡e para o Trabalhador,  quando é pra aumentar 100 reais do salário mínimo, quebra os Cofres públicos 🤷‍♀️🤦‍♀️😬🤡😡😡😡Sem Noção esse povo. Chega de Enganação Barata gente🤷‍♀️😡😬🤡🤦‍♀️ Ainda diz que nos Defende Nós Mulheres pára😡😡😡😡🤡",1,2022-09-01 04:30:08+00:00,1221,201,2022-09-01,"muito bonitas as metas, só que a realidade quando se chega ao poder é outra🙅‍♀️🤦‍♀️ e admiro um monte de funcionários públicos tentar enganar a população brasileira com tantas conversas que todos no seus mundos sonham em algo surreal 🤦‍♀️🤷‍♀️tudo que querem fazer pelo brasil tem que se passar por aprovações, não é só ter vontade e desejo de se realizar e fazer🤷‍♀️🤦‍♀️fora os acordos que são necessários para que realmente tudo se faça 🤷‍♀️ acordem povo, ex-ministros e senadoras, que só conversas fiadas pra roubar mais o nosso país 🤷‍♀️🤦‍♀️😡😬🤡 só palhaçada todos, com conversas pra enganar o povo. que absurdo, dizer que isentará quem não precisa dos impostos😡🤦‍♀️🤡sendo que o brasileiro menos favorecidos é uma humilhação pra obter esse direito de ser isentos do iptu, que só tem direitos com 65 anos e se a metragem da casa que tem não ultrapassar o limite de metragem exigida 🤷‍♀️🤦‍♀️🙈🤡fala sério 😡😡😡😡😬 e dar dinheiro no valor de 5 000 reais proposto pra quem tem que estudar 🤦‍♀️😬🤡😡e para o trabalhador, quando é pra aumentar 100 reais do salário mínimo, quebra os cofres públicos 🤷‍♀️🤦‍♀️😬🤡😡😡😡sem noção esse povo. chega de enganação barata gente🤷‍♀️😡😬🤡🤦‍♀️ ainda diz que nos defende nós mulheres pára😡😡😡😡🤡"
